textbox14,textbox79,textbox83,textbox81,textbox48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quarter 4 (10/01/2019-12/31/2019), Quarter 3 (07/01/2019-09/30/2019), Quarter 2 (04/01/2019-06/30/2019), Quarter 1 (01/01/2019-03/31/2019)",All,All,All,2/15/2026 4:05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  3/31/2019,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,3029467,85202,33953,0,130,124805,99659,1428769709020,6369354688,2929808,89692930464,6180419115,188935573,11422,11440,,,,,,,,,,,,,,,,5762326,242046,66716,1,232,318408,261754,1865210113225,9412486549,5500572,129597825451,9082293881,330192668,22992,23078,,,,,,,,,,,,,,,
Period Ending  3/31/2019,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,83622,2297,366,0,0,1107,0,38171179427,239864239,83622,0,239864239,0,203,231,,,,,,,,,,,,,,,,5762326,242046,66716,1,232,318408,261754,1865210113225,9412486549,5500572,129597825451,9082293881,330192668,22992,23078,,,,,,,,,,,,,,,
Period Ending  3/31/2019,Personal Residential - Mobile Homeowners,248678,7339,4224,1,0,11410,10548,22877504917,265477570,238130,773599709,261898257,3579313,22,22,,,,,,,,,,,,,,,,5762326,242046,66716,1,232,318408,261754,1865210113225,9412486549,5500572,129597825451,9082293881,330192668,22992,23078,,,,,,,,,,,,,,,
Period Ending  3/31/2019,Personal Residential - Mobile Homeowners - WIND ONLY,2854,143,17,0,0,41,0,123288870,3200936,2854,0,3200936,0,0,0,,,,,,,,,,,,,,,,5762326,242046,66716,1,232,318408,261754,1865210113225,9412486549,5500572,129597825451,9082293881,330192668,22992,23078,,,,,,,,,,,,,,,
Period Ending  3/31/2019,Personal Residential - Tenants,725367,88637,4979,0,3,100691,8745,16773471813,148614404,716622,602221014,146175426,2438979,53,83,,,,,,,,,,,,,,,,5762326,242046,66716,1,232,318408,261754,1865210113225,9412486549,5500572,129597825451,9082293881,330192668,22992,23078,,,,,,,,,,,,,,,
Period Ending  3/31/2019,Personal Residential - Tenants - WIND ONLY,3234,121,244,0,0,5,0,592279760,4186902,3234,0,4186902,0,0,0,,,,,,,,,,,,,,,,5762326,242046,66716,1,232,318408,261754,1865210113225,9412486549,5500572,129597825451,9082293881,330192668,22992,23078,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - (Apartment Buildings) - WIND ONLY,1050,79,7,0,0,13,0,912932326,7725275,1050,0,7725275,0,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - (Condo Associations Only) - WIND ONLY,1592,89,28,0,0,37,0,4734691863,24081674,1592,0,24081674,0,0,2,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - (Homeowners Association) - WIND ONLY,158,5,0,0,0,38,0,365571508,1821174,158,0,1821174,0,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - Allied Lines (Condo Associations Only),708,27,31,0,0,65,0,5514185440,175788884,708,0,175788884,0,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - Allied Lines (Excl Condo Associations),235,15,66,0,0,7,1,548867912,2725538,234,202874,2725130,408,3,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - CMP (Condo Associations Only),1713,50,49,0,0,129,537,20116865084,81730917,1176,2006208652,78858375,2872542,28,24,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - CMP (Excl Condo Associations),9496,262,161,0,0,734,752,2446800634,20888614,8744,430857531,19056323,1832291,15,6,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - Dwelling/Fire (Condo Associations Only),4953,815,9,0,0,482,15,48797030937,144325919,4938,42485320,144263754,62165,3,3,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Commercial Residential - Dwelling/Fire (Excl Condo Associations),994,134,18,0,0,124,31,10063083658,25879761,963,43122343,25792000,87761,2,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Allied Lines,60875,2391,1452,0,0,3866,12554,8600800552,103793408,48321,6898195864,78129031,25664377,0,23,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,10075,539,64,0,0,829,0,3708790534,26359822,10075,0,26359822,0,0,1,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Condominium Unit Owners,722798,25742,13362,0,56,40940,82494,81239435066,749391343,640304,18081763002,676635524,72755819,2478,10879,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Condominium Unit Owners - WIND ONLY,28086,1110,493,0,0,735,0,4278975463,28985085,28086,0,28985085,0,25,40,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Dwelling/Fire,524330,23570,7425,0,8,30663,34644,119565980351,728266913,489686,9772509669,699304816,28962097,12594,33735,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Dwelling/Fire - Mobile Homeowners,56945,2278,1367,0,0,2412,5846,2425539018,32481536,51099,270779413,31160762,1320774,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,275,26,1,0,0,10,0,9824310,308287,275,0,308287,0,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Farmowners,2538,52,58,0,0,113,11,5677478581,28021954,2527,9873813,27961236,60718,54,54,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,2529163,80096,34018,0,111,136348,93849,1242294220892,5619225137,2435314,88074304547,5435259661,183965476,18611,59978,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,81345,2689,746,0,0,1941,0,37401245708,234073414,81345,0,234073414,0,11,40,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Mobile Homeowners,230593,7569,5088,0,0,13670,9829,20902289376,248290318,220764,738041919,244924707,3365611,4,4,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Mobile Homeowners - WIND ONLY,2751,160,22,0,0,79,0,121300040,3206283,2751,0,3206283,0,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Tenants,727225,99136,6562,0,0,116161,8505,16697082775,148448602,718720,590870296,146022603,2425999,85,562,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  6/30/2019,Personal Residential - Tenants - WIND ONLY,2642,88,523,0,0,17,0,417815279,2841987,2642,0,2841987,0,0,0,,,,,,,,,,,,,,,,5000540,246922,71550,0,175,349413,249068,1636840807308,8438661846,4751472,126959215244,8115285808,323376038,33913,105351,,,,,,,,,,,,,,,
Period Ending  9/30/2019,Commercial Residential - (Apartment Buildings) - WIND ONLY,986,69,20,0,0,26,0,888826229,7384289,986,0,7384289,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - (Condo Associations Only) - WIND ONLY,1547,63,19,0,0,37,0,4775289393,24028702,1547,0,24028702,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - (Homeowners Association) - WIND ONLY,188,4,1,0,0,33,0,402768860,2078188,188,0,2078188,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - Allied Lines (Condo Associations Only),738,1,5,0,0,36,0,6054443166,177422898,738,0,177422898,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - Allied Lines (Excl Condo Associations),179,5,56,0,0,7,1,422296186,1753507,178,202874,1753099,408,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - CMP (Condo Associations Only),1397,39,18,1,0,90,485,20069131580,81847315,912,1993306262,79082616,2764699,19,15,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - CMP (Excl Condo Associations),8432,280,745,0,0,671,626,2318371124,20370217,7806,401628305,18470060,1900157,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - Dwelling/Fire (Condo Associations Only),4763,257,2,0,0,70,13,47886534204,141501981,4750,35378080,141454966,47015,6,5,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Commercial Residential - Dwelling/Fire (Excl Condo Associations),1004,37,18,0,0,66,30,10559383836,27271288,974,47159743,27174715,96573,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Allied Lines,59617,2471,1323,0,0,4126,13110,8122621215,100253764,46507,7122957552,73837956,26415808,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,11740,586,234,0,0,868,0,4256398924,32047184,11740,0,32047184,0,0,24,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Condominium Unit Owners,605777,19198,6142,0,36,31967,69884,72377384725,633000535,535893,17073727894,568629289,64371246,2460,1888,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Condominium Unit Owners - WIND ONLY,25571,908,303,0,0,640,0,3974919834,26472186,25571,0,26472186,0,59,73,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Dwelling/Fire,408907,17841,4010,0,15,19362,29281,90443099782,551878722,379626,8340091234,527373933,24504790,11895,11903,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Dwelling/Fire - Mobile Homeowners,37811,1295,329,0,0,1395,4303,1550913012,21663502,33508,206151111,20630251,1033251,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,273,15,7,0,0,20,0,10036480,319648,273,0,319648,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Excess Private Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Farmowners,2515,50,42,0,0,69,13,1505309935,11167934,2502,9302268,11111825,56109,38,38,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,2149202,67487,19485,0,109,115670,83243,1092789424957,4896420534,2065959,83785808550,4725595688,170824847,17939,17976,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,79080,2476,732,0,0,2412,0,36895322402,230038092,79080,0,230038092,0,150,179,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Mobile Homeowners,181724,4578,1931,10,0,8343,5391,16237515237,199824139,176333,429827461,198043408,1780731,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Mobile Homeowners - WIND ONLY,2680,116,20,0,0,65,0,119366180,3156248,2680,0,3156248,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Primary Private Flood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Tenants,744121,117406,5967,0,0,153489,7434,16850783322,151006851,736687,561487978,148778346,2228505,0,130,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
Period Ending  9/30/2019,Personal Residential - Tenants - WIND ONLY,2160,69,425,0,0,26,0,290090688,1788437,2160,0,1788437,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4330412,235251,41834,11,160,339488,213814,1438800231270,7342696162,4116598,120007029312,7046672024,296024138,32570,32232,0,0,0,0,0,0,0,0,0,0,,,,,
