textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2011-12/31/2011), Quarter 3 (07/01/2011-09/30/2011), Quarter 2 (04/01/2011-06/30/2011), Quarter 1 (01/01/2011-03/31/2011)",All,All,All,2/16/2026 3:19:57 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  3/31/2011,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"27,374",621,672,0,0,937,0,"9,360,712,509","39,174,706","27,374",0,"39,174,706",0,0,0,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Condominium Unit Owners,"794,028","23,897","27,497",1,"2,737","48,293","88,582","72,978,302,186","597,420,620","705,446","15,728,188,089","535,855,443","61,565,177","2,904","3,052",,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Condominium Unit Owners - WIND ONLY,"57,665",848,"2,426",0,0,"1,738",0,"9,820,682,615","50,544,038","57,665",0,"50,544,038",0,66,440,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Dwelling/Fire,"670,553","21,770","16,151",1,128,"47,131","50,085","131,238,125,596","719,525,987","620,468","14,074,393,461","676,317,478","43,208,508","5,169","2,574",,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Dwelling/Fire - Mobile Homeowners,"96,732","2,141","4,004",0,0,"5,619","2,916","4,585,450,381","62,784,585","93,816","112,034,939","62,033,609","750,976",16,7,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,724,17,15,0,0,13,0,"31,709,960","542,389",724,0,"542,389",0,0,0,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Farmowners,"2,794",66,31,0,0,45,4,"1,309,753,318","6,809,710","2,790","1,283,427","6,804,001","5,709",1,1,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,565,204","113,059","97,439",1,"19,547","193,866","204,980","1,533,607,692,430","6,666,506,560","3,360,224","148,663,506,671","6,349,149,833","317,356,727","15,419","14,979",,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"173,488","2,589","4,596",0,0,"4,588",0,"102,922,294,187","408,837,821","173,488",0,"408,837,821",0,238,"1,075",,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Mobile Homeowners,"307,975","10,413","8,038",1,"1,108","12,321","10,102","26,473,127,341","325,800,628","297,873","745,374,614","321,404,217","4,396,411",867,730,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Mobile Homeowners - WIND ONLY,"6,898",90,199,0,0,123,0,"428,017,870","5,972,097","6,898",0,"5,972,097",0,0,0,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Tenants,"320,287","37,780","2,757",0,452,"48,995","5,938","9,823,001,474","80,845,368","314,349","431,503,948","78,745,876","2,099,492","2,041","2,060",,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  3/31/2011,Personal Residential - Tenants - WIND ONLY,"1,910",38,187,0,0,119,0,"150,717,120","1,368,389","1,910",0,"1,368,389",0,34,108,,,,,,,,,,,,,,,,"6,166,048","217,382","171,630",4,"27,937","369,617","373,839","2,132,081,793,781","10,042,245,625","5,792,209","201,383,682,037","9,569,693,891","472,551,734","26,763","25,059",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,703",103,120,0,0,115,0,"3,962,540,509","23,267,716","4,703",0,"23,267,716",0,0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,240",60,270,0,0,221,0,"47,024,717,676","180,106,545","6,240",0,"180,106,545",0,0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - (Homeowners Association) - WIND ONLY,387,5,20,0,0,18,0,"1,534,774,859","5,099,372",387,0,"5,099,372",0,0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - Allied Lines (Condo Associations Only),91,28,2,0,0,25,21,"111,049,459","701,541",70,"125,164,768","430,104","271,437",1,1,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - Allied Lines (Excl Condo Associations),"1,823",24,68,0,0,75,40,"6,384,197,709","20,921,015","1,783","261,765,713","20,187,463","733,552",0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - CMP (Condo Associations Only),"8,149",297,946,0,0,"1,391","2,177","77,253,267,637","404,901,876","5,972","14,044,426,045","388,244,158","16,657,718",2,1,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - CMP (Excl Condo Associations),"52,196","1,191","4,599",0,"4,417",458,"6,682","19,043,357,027","83,418,195","45,514","2,765,905,384","69,138,272","14,279,922",21,18,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - Dwelling/Fire (Condo Associations Only),"5,590",324,312,0,0,287,213,"48,458,834,521","247,350,786","5,377","825,565,500","245,599,942","1,750,844",0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,445",77,141,0,0,218,185,"14,275,447,558","56,236,777","3,260","599,966,235","55,334,538","902,240",0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Allied Lines,"52,104","3,233",218,0,0,"3,675","1,553","8,207,995,112","56,854,550","50,551","2,413,122,454","49,988,265","6,866,285",0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"27,062",415,888,0,0,991,0,"9,252,324,853","39,615,713","27,062",0,"39,615,713",0,0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Condominium Unit Owners,"784,609","39,587","15,484",2,"3,131","52,124","86,778","72,692,500,241","602,948,958","697,831","15,893,604,017","541,866,047","61,082,912","28,362","28,853",,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Condominium Unit Owners - WIND ONLY,"56,115",909,"3,550",0,0,"2,490",0,"9,665,181,300","49,299,823","56,115",0,"49,299,823",0,75,494,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Dwelling/Fire,"682,703","24,329","17,936",1,"1,123","54,470","50,144","134,024,774,688","744,649,894","632,559","14,130,062,470","700,998,826","43,651,068","1,341","1,333",,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Dwelling/Fire - Mobile Homeowners,"97,909","2,146","4,083",0,0,"7,407","2,942","4,632,193,821","64,366,109","94,967","112,531,145","63,628,088","738,021",6,5,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,696,14,24,0,0,10,0,"30,405,340","539,007",696,0,"539,007",0,0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Farmowners,"3,612",67,184,0,0,"1,068",4,"1,774,119,502","11,562,106","3,608","1,283,427","11,556,397","5,709",1,1,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,512,275","131,795","115,119",0,"24,328","226,995","202,102","1,527,588,615,406","6,638,940,096","3,310,173","150,991,174,827","6,324,568,300","314,371,795","45,680","47,951",,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"170,864","2,140","6,522",0,0,"4,933",0,"101,393,070,665","409,001,125","170,864",0,"409,001,125",0,272,"1,377",,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Mobile Homeowners,"303,729","9,533","7,672",1,954,"12,810","10,151","26,108,868,598","322,016,471","293,578","751,222,043","317,763,733","4,252,739",181,179,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Mobile Homeowners - WIND ONLY,"6,828",64,314,0,0,308,0,"423,670,970","6,076,704","6,828",0,"6,076,704",0,0,0,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Tenants,"331,398","44,353","2,161",0,531,"57,796","6,178","10,322,263,694","83,031,422","325,220","460,408,058","80,964,095","2,067,326","3,037","3,054",,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  6/30/2011,Personal Residential - Tenants - WIND ONLY,"1,870",48,234,0,0,156,0,"152,060,510","1,353,940","1,870",0,"1,353,940",0,18,104,,,,,,,,,,,,,,,,"6,114,398","260,742","180,867",4,"34,484","428,041","369,170","2,124,316,231,655","10,052,259,742","5,745,228","203,376,202,086","9,584,628,174","467,631,569","78,997","83,371",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,852",106,112,0,0,367,0,"3,987,093,964","24,644,111","4,852",0,"24,644,111",0,0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,846",54,100,0,0,760,0,"48,180,111,554","190,298,750","6,846",0,"190,298,750",0,0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - (Homeowners Association) - WIND ONLY,389,6,17,0,0,25,0,"1,436,457,359","5,522,948",389,0,"5,522,948",0,0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - Allied Lines (Condo Associations Only),89,0,11,0,0,7,22,"110,120,056","768,180",67,"109,844,822","427,893","340,287",0,2,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - Allied Lines (Excl Condo Associations),"1,055",13,813,0,0,60,38,"3,032,497,325","12,217,484","1,017","244,113,412","11,575,722","641,762",2,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - CMP (Condo Associations Only),"8,180",154,484,0,0,651,"2,166","77,704,679,137","404,517,728","6,014","13,727,890,288","388,117,895","16,399,833",2,3,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - CMP (Excl Condo Associations),"49,116","1,496","1,863",0,"1,631",290,"6,493","16,295,185,126","83,942,158","42,623","2,501,185,260","69,981,422","13,960,736",7,6,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - Dwelling/Fire (Condo Associations Only),"5,676",85,141,0,0,313,209,"49,979,449,887","253,415,200","5,467","802,031,600","251,680,065","1,735,135",0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,471",60,118,0,0,203,177,"11,847,588,733","56,362,294","3,294","588,556,135","55,518,007","844,287",0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Personal Residential - Allied Lines,"52,490","2,938",194,0,0,"3,518","1,565","8,279,050,697","56,937,871","50,925","2,385,936,564","50,204,222","6,733,649",0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"27,273",417,802,0,0,"1,430",0,"9,371,166,475","40,900,235","27,273",0,"40,900,235",0,0,0,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Personal Residential - Condominium Unit Owners,"787,602","29,126","8,603",1,"1,126","40,376","86,293","72,515,827,469","614,448,058","701,309","15,834,076,377","552,829,385","61,618,674","1,453","1,789",,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
Period Ending  9/30/2011,Personal Residential - Condominium Unit Owners - WIND ONLY,"56,613",735,"1,999",0,0,"2,890",0,"9,860,205,910","49,804,645","56,613",0,"49,804,645",0,77,419,,,,,,,,,,,,,,,,"6,135,455","245,031","119,956",4,"16,994","383,577","367,185","2,095,507,631,521","10,239,270,757","5,768,270","200,251,718,227","9,769,279,353","469,991,404","9,695","12,059",,,,,,,,,,,,,,,
