textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2010-12/31/2010), Quarter 3 (07/01/2010-09/30/2010), Quarter 2 (04/01/2010-06/30/2010), Quarter 1 (01/01/2010-03/31/2010)",All,All,All,2/16/2026 3:20:38 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  3/31/2010,Personal Residential - Mobile Homeowners,"422,632","12,113","11,539",1,4,"19,978","13,424","32,799,264,607","392,646,673","409,208","880,447,502","387,177,630","5,469,043",383,244,,,,,,,,,,,,,,,,"6,050,632","219,596","137,477",10,"5,778","364,459","382,252","2,141,712,483,254","9,225,352,138","5,668,380","203,129,282,725","8,753,943,068","471,409,070","41,799","43,722",,,,,,,,,,,,,,,
Period Ending  3/31/2010,Personal Residential - Tenants,"284,500","33,000","2,094",0,2,"42,071","5,542","9,175,596,107","69,693,985","278,958","403,995,531","67,887,446","1,806,539","1,653","1,690",,,,,,,,,,,,,,,,"6,050,632","219,596","137,477",10,"5,778","364,459","382,252","2,141,712,483,254","9,225,352,138","5,668,380","203,129,282,725","8,753,943,068","471,409,070","41,799","43,722",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Commercial Residential - Allied Lines (Condo Associations Only),"6,591",84,305,0,14,271,28,"53,244,563,586","198,123,125","6,563","390,876,729","197,598,551","524,574",1,1,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Commercial Residential - Allied Lines (Excl Condo Associations),"7,367",157,277,0,12,193,41,"11,531,393,609","50,586,038","7,326","283,361,445","49,705,472","880,566",3,4,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Commercial Residential - CMP (Condo Associations Only),"7,736",356,806,0,0,"1,230","2,332","71,476,698,990","371,019,419","5,404","15,938,128,322","351,997,506","19,021,913",1,1,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Commercial Residential - CMP (Excl Condo Associations),"71,084","1,586",330,0,1,465,"7,870","21,041,599,491","121,999,841","63,214","3,973,264,427","79,507,795","42,492,046",7,14,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Commercial Residential - Dwelling/Fire (Condo Associations Only),"6,250",220,455,0,0,484,242,"54,235,930,794","266,110,533","6,008","809,602,100","264,200,282","1,910,251",0,0,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,607",118,146,0,0,214,185,"13,335,908,931","59,868,128","3,422","747,854,302","59,007,146","860,982",0,0,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Allied Lines,"307,701","16,425","3,625",0,0,"16,891","1,513","115,711,196,953","506,725,183","306,188","2,453,311,323","500,002,886","6,722,297",0,0,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Condominium Unit Owners,"805,289","27,877","21,680",5,"1,630","58,960","91,364","71,991,974,105","581,483,474","713,925","15,452,987,546","520,903,356","60,580,118","28,815","29,228",,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Dwelling/Fire,"639,601","24,977","16,903",1,"1,060","58,763","50,429","124,244,346,525","653,858,149","589,172","13,966,343,588","611,160,388","42,697,761","11,846","11,867",,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Farmowners,"2,864",52,42,0,0,57,4,"1,336,925,151","6,969,033","2,860","2,139,907","6,961,253","7,780",0,0,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,572,705","136,909","70,723",1,"6,769","272,556","210,444","1,559,683,115,676","6,325,508,653","3,362,261","148,796,061,354","6,021,990,007","303,518,646","73,110","73,880",,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Mobile Homeowners,"421,696","11,474","10,209",0,264,"21,137","13,282","32,672,549,887","393,850,469","408,414","874,141,549","388,520,699","5,329,770",883,471,,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  6/30/2010,Personal Residential - Tenants,"295,721","32,091","2,825",0,2,"46,360","5,498","9,208,654,357","73,522,113","290,223","404,905,300","71,700,735","1,821,378","3,451","3,381",,,,,,,,,,,,,,,,"6,148,212","252,326","128,326",7,"9,752","477,581","383,232","2,139,714,858,056","9,609,624,156","5,764,980","204,092,977,892","9,123,256,073","486,368,083","118,117","118,847",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Commercial Residential - Allied Lines (Condo Associations Only),"6,700",84,127,0,0,320,25,"53,339,536,984","201,531,169","6,675","245,307,172","201,020,562","510,607",1,1,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Commercial Residential - Allied Lines (Excl Condo Associations),"7,344",153,184,0,0,314,41,"12,319,530,569","51,806,348","7,303","502,737,560","50,787,951","1,018,397",4,4,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Commercial Residential - CMP (Condo Associations Only),"7,805",203,463,0,1,735,"2,286","72,720,137,900","372,870,597","5,519","15,432,912,608","353,544,710","19,325,887",1,1,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Commercial Residential - CMP (Excl Condo Associations),"67,503","1,430","2,525",0,"2,398",370,"7,658","20,173,636,520","90,663,105","59,845","2,931,429,562","75,225,232","15,437,873",11,12,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Commercial Residential - Dwelling/Fire (Condo Associations Only),"6,265",138,233,0,0,384,241,"55,129,447,150","272,376,371","6,024","1,023,110,348","270,389,246","1,987,125",0,0,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,553",110,162,0,0,221,179,"13,670,154,782","57,828,803","3,374","821,599,248","57,087,389","741,413",0,0,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Allied Lines,"308,634","11,804","3,695",0,0,"16,433","1,480","115,751,349,594","512,198,600","307,154","2,291,648,322","505,864,300","6,334,300",0,0,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Condominium Unit Owners,"803,745","24,272","22,757",3,"2,982","45,144","90,913","74,362,081,560","592,242,179","712,832","15,598,615,563","532,396,572","59,845,607","1,094","1,446",,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Dwelling/Fire,"647,266","27,938","18,666",0,703,"58,090","50,112","126,565,050,139","675,308,537","597,154","14,036,033,243","632,581,948","42,726,589","6,065","2,266",,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Farmowners,"2,851",64,55,0,0,106,4,"1,330,022,494","6,906,324","2,847","2,139,907","6,898,632","7,692",0,0,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,562,752","128,332","90,560",1,"16,222","208,144","207,709","1,563,185,847,531","6,453,518,129","3,355,043","147,920,654,595","6,146,398,759","307,119,370","4,255","5,218",,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Mobile Homeowners,"420,281","8,742","7,254",2,467,"14,575","13,142","32,491,287,804","394,100,325","407,139","865,371,252","388,896,713","5,203,612",255,264,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  9/30/2010,Personal Residential - Tenants,"308,215","44,188","3,905",0,343,"61,003","5,557","9,729,576,457","77,681,604","302,658","412,953,433","75,816,511","1,865,093",698,376,,,,,,,,,,,,,,,,"6,152,914","247,458","150,586",6,"23,116","405,839","379,347","2,150,767,659,483","9,759,032,091","5,773,567","202,084,512,813","9,296,908,525","462,123,566","12,384","9,588",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Commercial Residential - Allied Lines (Condo Associations Only),"6,628",101,136,0,0,165,25,"51,357,059,236","195,621,294","6,603","118,805,852","195,201,125","420,169",0,0,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Commercial Residential - Allied Lines (Excl Condo Associations),"7,256",133,141,0,0,186,41,"12,268,469,090","51,033,006","7,215","496,276,478","50,045,991","987,015",8,8,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Commercial Residential - CMP (Condo Associations Only),"7,863",252,747,0,0,"1,052","2,251","73,273,902,333","375,064,536","5,612","14,921,597,193","356,574,908","18,489,628",0,0,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Commercial Residential - CMP (Excl Condo Associations),"62,590","1,194","4,098",0,"3,972",374,"7,374","19,231,514,589","88,427,773","55,216","2,883,952,437","73,305,165","15,122,608",5,18,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Commercial Residential - Dwelling/Fire (Condo Associations Only),"6,076",132,330,0,0,276,227,"54,121,659,035","271,614,085","5,849","859,733,348","269,864,192","1,749,893",0,0,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,487",93,142,0,0,159,179,"13,355,665,934","56,016,668","3,308","762,257,748","55,334,140","682,528",1,0,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Allied Lines,"306,137","8,923","4,297",0,0,"10,723","1,503","114,818,291,963","510,898,404","304,634","2,289,485,222","504,384,148","6,514,256",0,0,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Condominium Unit Owners,"801,685","22,145","19,780",0,"2,905","39,487","89,769","74,403,347,587","599,815,973","711,916","15,628,883,102","539,621,465","60,194,507","1,301","1,664",,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Dwelling/Fire,"663,934","21,472","14,641",4,195,"48,773","50,076","129,398,384,149","697,259,751","613,858","14,026,517,551","654,370,470","42,889,282","8,018","12,016",,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Farmowners,"2,843",48,16,0,0,56,5,"1,336,390,066","6,953,777","2,838","2,569,907","6,943,664","10,113",0,0,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,551,039","118,517","92,341",0,"21,670","197,456","205,981","1,548,985,415,067","6,535,450,432","3,345,058","148,129,337,624","6,224,665,409","310,785,024","16,179","17,920",,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Mobile Homeowners,"411,530","9,358","8,480",1,"1,111","13,791","13,031","31,695,063,277","387,548,433","398,499","859,399,163","382,447,518","5,100,915","6,539","1,836",,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,
Period Ending  12/31/2010,Personal Residential - Tenants,"312,005","41,237","2,761",0,469,"47,843","5,777","9,729,927,565","79,012,761","306,228","427,714,232","77,052,468","1,960,293",956,897,,,,,,,,,,,,,,,,"6,143,073","223,605","147,910",5,"30,322","360,341","376,239","2,133,975,089,891","9,854,716,893","5,766,834","201,406,529,858","9,389,810,663","464,906,230","33,007","34,359",,,,,,,,,,,,,,,

